"osm_id"	"name"	"addr.city"	"addr.country"	"addr.housename"	"addr.housenumber"	"addr.postcode"	"addr.street"	"addr.suburb"	"brand"	"brand.wikidata"	"brand.wikipedia"	"contact.phone"	"contact.website"	"email"	"fax"	"note"	"old_name"	"opening_hours"	"operator"	"organic"	"payment.cash"	"payment.coins"	"payment.contactless"	"payment.credit_cards"	"payment.debit_cards"	"payment.girocard"	"payment.mastercard"	"payment.notes"	"payment.visa"	"phone"	"ref"	"shop"	"source"	"source.date"	"toilets.wheelchair"	"website"	"wheelchair"	"building"	"building.colour"	"building.height"	"building.levels"	"building.part"	"contact.email"	"contact.mobile"	"height"	"internet_access"	"roof.colour"	"roof.levels"	"roof.shape"	"geometry"
148249627	"Edeka Neukauf, 34233 Fuldatal"	"Fuldatal"	NA	NA	"1"	"34233"	"Lessingstraße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 811451"	NA	"supermarket"	"bing aerial"	"2015-12-15"	NA	NA	"yes"	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5259093268352, 51.3481429776906)"
148251797	"Rewe, 34233 Fuldatal, Niedervellmarsche Straße 23"	"Fuldatal"	"DE"	NA	"23"	"34233"	"Niedervellmarsche Straße"	"Ihringshausen"	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	"Träger"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 810280"	NA	"supermarket"	"http://www.rewe.de/"	"2015-12-15"	NA	"http://www.rewe.de/"	"limited"	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5217064487495, 51.3500633754622)"
150044551	"Lidl, 34134 Kassel"	"Kassel"	"DE"	NA	"215"	"34134"	"Frankfurter Straße"	NA	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	"c(9.47434207788096, 51.2909368027611)"
159832169	"Aldi Nord, 34246 Vellmar"	"Vellmar"	"DE"	NA	"119"	"34246"	"Zum Feldlager"	NA	"Aldi Nord"	"Q41171373"	"en:Aldi"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	1	NA	NA	NA	NA	NA	"chocolate"	1	NA	"c(9.46681588338706, 51.3523565217564)"
160925069	"Edeka, 34376 Immenhausen"	"Immenhausen"	NA	NA	"11"	"34376"	"Grebensteiner Straße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5673 925386"	NA	"supermarket"	"http://www.neukauf-hofmann.de/"	"2015-12-17"	NA	"http://www.neukauf-hofmann.de/"	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.46895598915125, 51.4285751609234)"
160925084	"Aldi Nord, 34376 Immenhausen"	"Immenhausen"	NA	NA	NA	"34376"	"Auf dem Mühlenanger"	NA	"Aldi"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	"ALDI GmbH & Co. KG, 34346 Hann. Münden"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"http://www.aldi-nord.de/"	"2015-12-17"	NA	"http://www.aldi-nord.de/"	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.46830938357996, 51.4290636848164)"
161183027	"Edeka Getränkemarkt"	"Fuldabrück"	NA	NA	"5"	"34277"	"Glockenhofsweg"	"Dörnhagen"	"Edeka"	NA	NA	NA	NA	"info@neukauf-hofmann.de"	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5665 4121"	NA	"supermarket"	"http://www.neukauf-hofmann.de/html/filialen1.html"	"2015-12-14"	NA	"http://www.neukauf-hofmann.de/html/filialen1.html"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5014153, 51.22819605)"
161238566	"Lidl, 34125 Kassel, Hafenstraße 5"	"Kassel"	"DE"	NA	"5"	"34125"	"Hafenstraße"	"Unterneustadt"	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.51027725526574, 51.3146162531085)"
163443217	"REWE Nahkauf"	"Kassel"	"DE"	NA	"40"	"34132"	"Nordshäuser Straße"	"Brasselsberg"	"Rewe"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Fr 07:00-19:00; Sa 07:00-13:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.41500641661077, 51.2890548741964)"
165013599	"Edeka Sebera"	"Kassel"	"DE"	NA	"199"	"34127"	"Wolfhager Straße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.46963532345768, 51.3237371769607)"
171558456	"Nahkauf, 34127 Kassel"	"Kassel"	NA	NA	"34"	"34127"	"Philippinenhöfer Weg "	NA	"Nahkauf"	"Q57515238"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4949974323568, 51.3442169793339)"
177299230	"Edeka, 34225 Baunatal, NA"	"Baunatal"	NA	NA	NA	"34225"	NA	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EDEKA-Gruppe"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.edeka.de/"	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.41852342328919, 51.2581443230201)"
183843543	"Edeka, 34125 Kassel, Schirmerstraße  7"	"Kassel"	NA	NA	"7"	"34125"	"Schirmerstraße "	NA	"Edeka"	"Q701755"	"en:Edeka"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-22:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"retail"	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	"c(9.51399580255072, 51.3241339065179)"
186938836	"Aldi, NA Kassel"	"Kassel"	"DE"	NA	"14"	NA	"Fuldatalstraße"	NA	"Aldi"	"Q125054"	"en:Aldi"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"retail"	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	"c(9.51859181320542, 51.325571534138)"
192388937	"Lidl, 34295 Edermünde"	"Edermünde"	NA	NA	"11"	"34295"	"Lange Heideteile"	NA	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	"yes"	"yes"	NA	NA	"yes"	"yes"	"yes"	"yes"	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.43010060238729, 51.2250653738379)"
192392662	"Penny, 34225 Baunatal"	"Baunatal"	NA	NA	"1"	"34225"	"Hainbuchenstraße"	NA	"Penny"	"Q284688"	"en:Penny (supermarket)"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"http://www.penny.de/"	"2015-12-22"	NA	"http://www.penny.de/"	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.42504628145553, 51.2647161040913)"
192393166	"Aldi Nord, 34295 Edermünde"	"Edermünde"	NA	NA	"10"	"34295"	"Zur Mühle"	NA	"Aldi Nord"	"Q41171373"	"en:Aldi"	NA	NA	NA	NA	NA	NA	"08:00-20:00"	"ALDI GmbH & Co. KG, 34346 Hann. Münden"	NA	"yes"	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.aldi-nord.de"	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.44904246824324, 51.2109129403988)"
192393167	"Rewe, 34295 Edermünde"	"Edermünde"	NA	NA	"1"	"34295"	"Zur Mühle"	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	"REWE"	NA	"yes"	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.rewe.de/"	NA	"commercial"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.44865664333838, 51.2117991522066)"
193324829	"Aldi, 34379 Calden"	"Calden"	NA	NA	""	"34379"	"Görlitzer Straße"	NA	"Aldi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.39396235620524, 51.4116060795147)"
193649541	"Furkan Lebensmittel"	"Kassel"	NA	NA	"2"	"34123"	"Ochshäuser Straße "	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.53075369838961, 51.3029828118463)"
193832632	"Netto Markt"	"Körle"	NA	NA	"40"	"34327"	"Nürnberger Straße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 800 2000015"	NA	"supermarket"	"https://www.netto-online.de/"	"2015-12-18"	"no"	"https://www.netto-online.de/"	"yes"	"commercial"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.51995745, 51.16819575)"
194101440	"Netto, 34121 Kassel"	"Kassel"	"DE"	NA	"59"	"34121"	"Tischbeinstraße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00; PH off"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.48140876377949, 51.3081121055668)"
194452711	"Aldi Nord, 34270 Schauenburg"	"Schauenburg"	"DE"	NA	"2"	"34270"	"Pfingstweide"	"Hoof"	"Aldi Nord"	"Q41171373"	"en:Aldi"	NA	"http://aldi-nord.de/"	NA	NA	NA	NA	"Mo-Sa 07:00-20:00; Su off"	NA	NA	NA	NA	"yes"	NA	NA	"yes"	"yes"	NA	"yes"	NA	NA	"supermarket"	"http://aldi-nord.de/"	"2018-01-30"	NA	"https://www.aldi-nord.de/"	"yes"	"retail"	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	"c(9.35663515341302, 51.2800909665709)"
194452713	"Rewe, 34270 Schauenburg"	"Schauenburg"	"DE"	NA	"4"	"34270"	"Pfingstweide"	"Hoof"	"Rewe"	"Q16968817"	"en:REWE"	"+49 5601 92870"	"http://rewe.de/"	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	NA	NA	NA	NA	"yes"	NA	NA	"yes"	"yes"	NA	"yes"	NA	NA	"supermarket"	"http://rewe.de/"	"2018-01-30"	NA	"https://www.rewe.de/"	"yes"	"retail"	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	"c(9.35534785184766, 51.2801776855487)"
197337657	"tegut, 34253 Lohfelden"	"Lohfelden"	"DE"	NA	"40"	"34253"	"Elisabeth-Selbert-Straße"	NA	"Tegut"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.55768705402943, 51.281178500422)"
197338637	"Edeka Werner"	"Söhrewald"	"DE"	NA	"51"	"34320"	"Wattenbacher Straße"	"Wellerode"	"Edeka"	NA	NA	NA	NA	NA	"+49 5608 5588"	NA	NA	"Mo-Fr 08:00-20:00; Sa 07:30-18:00"	"Jürgen Werner"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5608 5580"	NA	"supermarket"	"http://www.edeka.de/"	"2016-01-15"	NA	"http://www.edeka.de/"	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.57898423264158, 51.232391277939)"
197489216	"Netto Marken-Discount, 34123 Kassel"	"Kassel"	NA	NA	"51"	"34123"	"Heiligenröder Straße"	NA	"Netto Marken-Discount"	"Q879858"	"de:Netto Marken-Discount"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	"no"	NA	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.54443333584683, 51.3080141333884)"
197883327	"Edeka, 34302 Guxhagen"	"Guxhagen"	NA	NA	""	"34302"	"Grifter Straße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EDEKA-Gruppe"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"commercial"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.47320946424528, 51.2026983057569)"
198712348	"Rewe Getränke"	"Fuldabrück"	NA	NA	"1"	"34277"	"Ostring"	NA	"Rewe"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 58580037"	NA	"supermarket"	"https://www.rewe.de/"	"2015-12-14"	NA	"https://www.rewe.de/"	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.50279505781054, 51.2680493584959)"
199164465	"Aldi Nord, 34266 Niestetal"	"Niestetal"	"DE"	NA	"13"	"34266"	"Hannoversche Straße"	NA	"Aldi Nord"	"Q41171373"	"en:Aldi"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.aldi-nord.de/"	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.54087256826765, 51.3158583431642)"
200001161	"Rewe, 34314 Espenau"	"Espenau"	NA	NA	"19"	"34314"	"Goethestraße"	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"bing aerial"	NA	NA	"https://www.rewe.de/marktseite/espenau/1465556/rewe-markt-goethestr-19/"	"yes"	"retail"	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.46577039158772, 51.3908108031672)"
200001163	"Netto Marken-Discount, 34314 Espenau"	"Espenau"	NA	NA	"16"	"34314"	"Goethestraße"	NA	"Netto Marken-Discount"	"Q879858"	"de:Netto Marken-Discount"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"bing aerial"	NA	NA	"https://www.netto-online.de/"	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.46314758265855, 51.3905353576552)"
202308373	"Lidl, 34125 Kassel, Ihringshäuser Straße 151"	"Kassel"	NA	NA	"151"	"34125"	"Ihringshäuser Straße"	NA	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.lidl.de/"	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.51613111017675, 51.3402733874959)"
202344553	"Penny, 34117 Kassel, Westring "	"Kassel"	NA	NA	""	"34117"	"Westring"	NA	"Penny"	"Q284688"	"en:Penny (supermarket)"	NA	NA	NA	NA	"opening 10.07.2018"	"Aldi Nord"	"Mo-Sa 08:00-22:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.49915700289559, 51.3246387329399)"
204267059	"Netto, 34233 Fuldatal"	"Fuldatal"	NA	NA	"21"	"34233"	"Veckerhagener Straße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 800 2000015"	NA	"supermarket"	"bing aerial"	"2015-12-15"	NA	NA	"yes"	"supermarket"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5244830876958, 51.3484255549763)"
204770460	"Tegut, 34225 Baunatal"	"Baunatal"	NA	NA	"14-18"	"34225"	"Altenbaunaer Straße"	NA	"Tegut"	"Q1547993"	"en:Tegut"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-22:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 5894660"	NA	"supermarket"	NA	NA	NA	"https://www.tegut.com/maerkte/markt/tegut-baunatal-altenritte-altenbaunaer-str-14-18.html"	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.39977567817182, 51.260707056997)"
205769916	"Penny, 34127 Kassel"	"Kassel"	"DE"	NA	"22"	"34127"	"Struthbachweg"	NA	"Penny"	"Q284688"	"en:Penny (supermarket)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.49265208516092, 51.3337940420001)"
205795199	"Aldi Nord, 34233 Fuldatal"	"Fuldatal"	NA	NA	"3"	"34233"	"Ziegelei"	NA	"Aldi Nord"	"Q41171373"	"en:Aldi"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	"ALDI GmbH & Co. KG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"http://www.aldi-nord.de/filialen/34233-Fuldatal/detail/Ziegelei+3/951860-5134391"	"2015-12-15"	NA	"https://www.aldi-nord.de/"	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.51804934919251, 51.3440267948311)"
206320695	"Rewe, 34132 Kassel"	"Kassel"	NA	NA	"2"	"34132"	"Kronenackerstraße"	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Fr 06:00-24:00, Sa 06:00-23:30"	"REWE Christof Wenglorz oHG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 4750750"	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.44175098708884, 51.2738044841183)"
207805282	"Lidl, 34125 Kassel, Ostring 62a"	"Kassel"	"DE"	NA	"62a"	"34125"	"Ostring"	NA	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	"Lidl"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"limited"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.51675126495754, 51.3239268610313)"
217506453	"ALDI-Nord"	"Lohfelden"	"DE"	NA	"30"	"34253"	"Faustmühlenweg"	NA	"Aldi"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.5465294913619, 51.2850459032123)"
217882363	"Aldi Nord, 34128 Kassel"	"Kassel"	"DE"	NA	"274"	"34128"	"Wolfhager Straße"	NA	"Aldi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.45597557605923, 51.3318079528001)"
219905840	"Tegut, 34128 Kassel"	"Kassel"	NA	NA	"278"	"34128"	"Wolfhager Straße"	NA	"Tegut"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4552114, 51.3317721)"
222543320	"LIDL"	"Vellmar"	NA	NA	"12"	"34246"	"Harleshäuser Straße "	NA	"Lidl"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.44923927317048, 51.3554084319117)"
223043126	"Lidl, 34266 Niestetal"	"Niestetal"	"DE"	NA	"2"	"34266"	"Egon-Höhmann-Straße"	NA	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.lidl.de/"	"no"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.54336449747937, 51.3161069676322)"
224686800	"Netto Marken-Discount, 34127 Kassel"	"Kassel"	"DE"	NA	"2"	"34127"	"Schenkebier Stanne"	NA	"Netto Marken-Discount"	"Q879858"	"de:Netto Marken-Discount"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	NA	"lightgrey"	5.5	1	"yes"	NA	NA	NA	NA	"grey"	NA	"flat"	"c(9.47920803399792, 51.3406932053683)"
224849163	"Lidl, 34127 Kassel, Bunsenstraße 105"	"Kassel"	NA	NA	"105"	"34127"	"Bunsenstraße"	NA	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"Bing"	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.49114745544599, 51.3392625988529)"
228540878	"Edeka Werner Umbach"	"Edermünde"	"DE"	NA	"4"	"34295"	"Schmiedeweg"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EDEKA-Gruppe"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.4296627908769, 51.2011214280329)"
235885964	"Norma"	"Kassel"	NA	NA	"1"	"34132"	"Theodor-Haubach-Straße"	NA	"Norma"	"Q450180"	"de:Norma (Handelskette)"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-20:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"commercial"	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"gabled"	"c(9.44459838768259, 51.2814738203702)"
243512331	"Lidl, 34121 Kassel"	"Kassel"	"DE"	NA	"75"	"34121"	"Kohlenstraße"	"Wehlheiden"	"Lidl"	"Q151954"	"en:Lidl"	NA	NA	NA	NA	NA	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	"https://www.lidl.de/"	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.45853920813751, 51.3086316249022)"
246606159	"Lidl, 34123 Kassel"	"Kassel"	"DE"	NA	"6"	"34123"	"Ochshäuser Straße"	NA	"Lidl"	NA	NA	NA	NA	NA	NA	"Neubau - Umriss geschätzt"	NA	"Mo-Sa 08:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.52997751265075, 51.3013270354048)"
255093227	"Eierhäuschen"	"Habichtswald"	NA	NA	"34"	"34317"	"Breiter Weg "	NA	NA	NA	NA	NA	"http://xn--eierhuschen-p8a.com/"	NA	NA	NA	NA	NA	NA	"only"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	"http://xn--eierhuschen-p8a.com/"	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	"+49 1577 1790051"	NA	NA	NA	NA	NA	"c(9.33398940047798, 51.3424806329466)"
255848321	"Rewe, 34302 Guxhagen"	"Guxhagen"	NA	NA	"55"	"34302"	"Dörnhagener Straße"	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Sa 06:00-22:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5665 407980"	NA	"supermarket"	NA	NA	NA	"https://www.rewe.de/"	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.48621032040035, 51.2117452423499)"
